TASK_CODE,ACTIVITY_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE
PA310,A104,"Draft and finalize provisional patent application materials for KR filing based on wireless sensor disclosure. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR230,A106,Perform full trademark clearance search for {NAME_PLACEHOLDER} One covering clothing and apparel and analyze likelihood of confusion. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
TR230,A106,Perform full trademark clearance search for {NAME_PLACEHOLDER} Labs covering financial services and analyze likelihood of confusion. Communicate with client and inventors to confirm instructions and approvals.,Paralegal,N,N
TR310,A104,"Prepare and file trademark application for {NAME_PLACEHOLDER} Edge covering financial services, including specimen and first-use information. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA120,A101,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
PA350,A111,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Perform other related services as required by the matter. Also review docket deadlines and coordinate e-filing confirmations with paralegal team.",Paralegal,Y,N
PA120,A104,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA399,A103,"Complete IP prosecution work associated with task PA399 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA230,A104,"Conduct clearance review of patent claims related to the battery management system implementation and potential third-party coverage. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA450,A103,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA299,A101,"Complete IP prosecution work associated with task PA299 and document outcomes for the client. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
TR740,A104,"Negotiate and draft IP license provisions and coordinate execution and recordkeeping for compliance. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR310,A110,"Prepare and file trademark application for {NAME_PLACEHOLDER} Secure covering telecommunications services, including specimen and first-use information. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
TR270,A106,Verify trademark application status and renewal dates; update docket and notify client of deadlines. Communicate with client and inventors to confirm instructions and approvals.,Paralegal,N,N
PA399,A103,"Complete IP prosecution work associated with task PA399 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA440,A103,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA440,A103,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA320,A110,"Draft non-provisional patent specification, claims, and abstract for EP filing covering optical imaging lens system embodiments. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
PA270,A101,"Check application status, maintenance fee schedule, and docket deadlines; report status summary to client. Plan work, outline next steps, and coordinate internal timelines.",Paralegal,N,N
PA499,A103,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA320,A103,"Draft non-provisional patent specification, claims, and abstract for EP filing covering medical device actuator embodiments. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
TR510,A102,"Prepare and file trademark application for {NAME_PLACEHOLDER} Cloud covering restaurant services, including specimen and first-use information. Conduct targeted legal and factual research to support the task.",Associate,N,N
TR499,A101,"Complete IP prosecution work associated with task TR499 and document outcomes for the client. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
TR420,A103,"Draft preliminary amendment updating claims or application details prior to substantive examination. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA499,A104,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA270,A104,"Check application status, maintenance fee schedule, and docket deadlines; report status summary to client. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA220,A104,"Perform patentability prior art search and analyze references relevant to the disclosed network intrusion detection. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA340,A102,"Prepare plant patent application materials, including deposit documentation and drawings, for CN filing. Conduct targeted legal and factual research to support the task.",Paralegal,N,N
PA220,A104,"Perform patentability prior art search and analyze references relevant to the disclosed biometric authentication. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA499,A101,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA350,A101,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
TR640,A109,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Attend examiner interview, hearing, or scheduled conference related to the matter.",Associate,N,N
TR770,A104,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR720,A110,"Review IP portfolio status, identify upcoming renewals, and recommend prosecution priorities for the next quarter. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
PA399,A103,"Complete IP prosecution work associated with task PA399 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA230,A105,Conduct clearance review of patent claims related to the wireless sensor implementation and potential third-party coverage. Coordinate with internal legal team members and paralegals on execution.,Paralegal,N,N
PA420,A103,"Draft preliminary amendment updating claims or application details prior to substantive examination. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA430,A108,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Communicate with the IP office, foreign agents, or other external parties.",Partner,N,N
PA399,A103,"Complete IP prosecution work associated with task PA399 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA430,A104,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA340,A101,"Prepare plant patent application materials, including deposit documentation and drawings, for US filing. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
TR140,A101,"Prepare and revise budget estimates for expected prosecution steps, fees, and response cycles. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
TR120,A104,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR599,A104,"Complete IP prosecution work associated with task TR599 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA430,A110,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
PA499,A105,Complete IP prosecution work associated with task PA499 and document outcomes for the client. Coordinate with internal legal team members and paralegals on execution.,Paralegal,N,N
PA740,A104,"Negotiate and draft IP license provisions and coordinate execution and recordkeeping for compliance. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA340,A106,"Prepare plant patent application materials, including deposit documentation and drawings, for CN filing. Communicate with client and inventors to confirm instructions and approvals.",Partner,N,N
PA410,A111,Prepare and file information disclosure statement listing prior art references and related submission forms. Perform other related services as required by the matter. Also review docket deadlines and coordinate e-filing confirmations with paralegal team.,Paralegal,Y,N
PA610,A109,"Prepare and file information disclosure statement listing prior art references and related submission forms. Attend examiner interview, hearing, or scheduled conference related to the matter.",Associate,N,N
PA450,A106,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Communicate with client and inventors to confirm instructions and approvals.",Associate,N,N
TR299,A110,"Complete IP prosecution work associated with task TR299 and document outcomes for the client. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
TR310,A103,"Prepare and file trademark application for {NAME_PLACEHOLDER} Labs covering downloadable software for data analytics, including specimen and first-use information. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
TR399,A101,"Complete IP prosecution work associated with task TR399 and document outcomes for the client. Plan work, outline next steps, and coordinate internal timelines.",Paralegal,N,N
PA310,A111,Draft and finalize provisional patent application materials for US filing based on battery management system disclosure. Perform other related services as required by the matter. Also prepare client update email and confirm filing instructions before submission.,Paralegal,Y,N
PA120,A103,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA310,A111,Draft and finalize provisional patent application materials for GB filing based on battery management system disclosure. Perform other related services as required by the matter. Also summarize key issues for client call and record action items in the prosecution log.,Associate,Y,N
PA230,A110,"Conduct clearance review of patent claims related to the battery management system implementation and potential third-party coverage. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
PA330,A101,"Prepare design patent application, including figures coordination and design claim language for EP filing. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA499,A108,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Communicate with the IP office, foreign agents, or other external parties.",Associate,N,N
PA430,A104,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
TR430,A106,"Analyze trademark office action refusals, draft response with amendments, and submit via appropriate portal. Communicate with client and inventors to confirm instructions and approvals.",Associate,N,N
TR230,A106,Perform full trademark clearance search for {NAME_PLACEHOLDER} Cloud covering downloadable software for data analytics and analyze likelihood of confusion. Communicate with client and inventors to confirm instructions and approvals.,Partner,N,N
TR720,A110,"Review IP portfolio status, identify upcoming renewals, and recommend prosecution priorities for the next quarter. Update docketing, maintain files, and manage prosecution documentation.",Associate,N,N
PA340,A104,"Prepare plant patent application materials, including deposit documentation and drawings, for US filing. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA320,A104,"Draft non-provisional patent specification, claims, and abstract for GB filing covering edge computing pipeline embodiments. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA699,A103,"Complete IP prosecution work associated with task PA699 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA130,A110,"Organize matter files, update docket dates, and maintain prosecution record for reliable reporting. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
PA730,A103,"Draft assignment documents and record ownership changes with the relevant intellectual property office. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA420,A105,Draft preliminary amendment updating claims or application details prior to substantive examination. Coordinate with internal legal team members and paralegals on execution.,Paralegal,N,N
PA740,A110,"Negotiate and draft IP license provisions and coordinate execution and recordkeeping for compliance. Update docketing, maintain files, and manage prosecution documentation.",Associate,N,N
TR499,A105,Complete IP prosecution work associated with task TR499 and document outcomes for the client. Coordinate with internal legal team members and paralegals on execution.,Partner,N,N
TR270,A101,"Verify trademark application status and renewal dates; update docket and notify client of deadlines. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
TR430,A103,"Analyze trademark office action refusals, draft response with amendments, and submit via appropriate portal. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA230,A106,Conduct clearance review of patent claims related to the network intrusion detection implementation and potential third-party coverage. Communicate with client and inventors to confirm instructions and approvals.,Partner,N,N
PA130,A110,"Organize matter files, update docket dates, and maintain prosecution record for reliable reporting. Update docketing, maintain files, and manage prosecution documentation.",Associate,N,N
PA220,A102,Perform patentability prior art search and analyze references relevant to the disclosed biometric authentication. Conduct targeted legal and factual research to support the task.,Partner,N,N
PA530,A104,"Prepare design patent application, including figures coordination and design claim language for CA filing. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA420,A104,"Draft preliminary amendment updating claims or application details prior to substantive examination. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA310,A105,Draft and finalize provisional patent application materials for KR filing based on medical device actuator disclosure. Coordinate with internal legal team members and paralegals on execution.,Associate,N,N
PA510,A103,"Draft and finalize provisional patent application materials for AU filing based on edge computing pipeline disclosure. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
TR499,A110,"Complete IP prosecution work associated with task TR499 and document outcomes for the client. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
TR220,A102,Run preliminary trademark registerability search for {NAME_PLACEHOLDER} One and assess obvious conflicts and refusals. Conduct targeted legal and factual research to support the task.,Partner,N,N
TR220,A104,"Run preliminary trademark registerability search for {NAME_PLACEHOLDER} Edge and assess obvious conflicts and refusals. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA510,A104,"Draft and finalize provisional patent application materials for EP filing based on payment tokenization process disclosure. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA599,A106,Complete IP prosecution work associated with task PA599 and document outcomes for the client. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
PA210,A102,Perform patentability prior art search and analyze references relevant to the disclosed data compression algorithm. Conduct targeted legal and factual research to support the task.,Paralegal,N,N
PA440,A103,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA199,A104,"Complete IP prosecution work associated with task PA199 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA270,A105,"Check application status, maintenance fee schedule, and docket deadlines; report status summary to client. Coordinate with internal legal team members and paralegals on execution.",Partner,N,N
PA250,A101,"Set up publication watch alerts and review newly published applications for potential conflicts. Plan work, outline next steps, and coordinate internal timelines.",Paralegal,N,N
TR310,A110,"Prepare and file trademark application for {NAME_PLACEHOLDER} Cloud covering downloadable software for data analytics, including specimen and first-use information. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
TR310,A106,"Prepare and file trademark application for {NAME_PLACEHOLDER} Cloud covering medical diagnostic devices, including specimen and first-use information. Communicate with client and inventors to confirm instructions and approvals.",Associate,N,N
TR630,A109,"Analyze trademark office action refusals, draft response with amendments, and submit via appropriate portal. Attend examiner interview, hearing, or scheduled conference related to the matter.",Associate,N,N
PA640,A111,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Perform other related services as required by the matter. Also review docket deadlines and coordinate e-filing confirmations with paralegal team.",Partner,Y,N
PA140,A101,"Prepare and revise budget estimates for expected prosecution steps, fees, and response cycles. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
PA340,A104,"Prepare plant patent application materials, including deposit documentation and drawings, for GB filing. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA450,A110,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
PA310,A106,Draft and finalize provisional patent application materials for CN filing based on medical device actuator disclosure. Communicate with client and inventors to confirm instructions and approvals.,Partner,N,N
PA340,A106,"Prepare plant patent application materials, including deposit documentation and drawings, for CN filing. Communicate with client and inventors to confirm instructions and approvals.",Paralegal,N,N
PA199,A103,"Complete IP prosecution work associated with task PA199 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
TR310,A105,"Prepare and file trademark application for {NAME_PLACEHOLDER} Secure covering downloadable software for data analytics, including specimen and first-use information. Coordinate with internal legal team members and paralegals on execution.",Paralegal,N,N
TR110,A110,"Conduct initial inventor and stakeholder interviews to confirm facts and scope for new IP matter. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
TR799,A101,"Complete IP prosecution work associated with task TR799 and document outcomes for the client. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA650,A104,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA340,A103,"Prepare plant patent application materials, including deposit documentation and drawings, for JP filing. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA510,A102,Draft and finalize provisional patent application materials for KR filing based on optical imaging lens system disclosure. Conduct targeted legal and factual research to support the task.,Partner,N,N
PA399,A106,Complete IP prosecution work associated with task PA399 and document outcomes for the client. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
PA110,A103,"Conduct initial inventor and stakeholder interviews to confirm facts and scope for new IP matter. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA270,A106,"Check application status, maintenance fee schedule, and docket deadlines; report status summary to client. Communicate with client and inventors to confirm instructions and approvals.",Associate,N,N
PA340,A106,"Prepare plant patent application materials, including deposit documentation and drawings, for JP filing. Communicate with client and inventors to confirm instructions and approvals.",Associate,N,N
TR310,A106,"Prepare and file trademark application for {NAME_PLACEHOLDER} Labs covering online education services, including specimen and first-use information. Communicate with client and inventors to confirm instructions and approvals.",Paralegal,N,N
TR250,A106,Monitor trademark publications for potential conflicts and prepare periodic watch report for the portfolio. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
TR310,A102,"Prepare and file trademark application for {NAME_PLACEHOLDER} Secure covering computer hardware, including specimen and first-use information. Conduct targeted legal and factual research to support the task.",Partner,N,N
PA399,A101,"Complete IP prosecution work associated with task PA399 and document outcomes for the client. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
PA320,A103,"Draft non-provisional patent specification, claims, and abstract for KR filing covering machine-learning model embodiments. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA420,A108,"Draft preliminary amendment updating claims or application details prior to substantive examination. Communicate with the IP office, foreign agents, or other external parties.",Associate,N,N
PA250,A102,Set up publication watch alerts and review newly published applications for potential conflicts. Conduct targeted legal and factual research to support the task.,Paralegal,N,N
PA710,A101,"Draft formal written opinion on registrability, patentability, or clearance implications for the proposed filing. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA699,A104,"Complete IP prosecution work associated with task PA699 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA740,A106,Negotiate and draft IP license provisions and coordinate execution and recordkeeping for compliance. Communicate with client and inventors to confirm instructions and approvals.,Partner,N,N
TR440,A111,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Perform other related services as required by the matter. Also summarize key issues for client call and record action items in the prosecution log.",Associate,Y,N
TR250,A104,"Monitor trademark publications for potential conflicts and prepare periodic watch report for the portfolio. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
TR720,A105,"Review IP portfolio status, identify upcoming renewals, and recommend prosecution priorities for the next quarter. Coordinate with internal legal team members and paralegals on execution.",Associate,N,N
PA420,A112,"Draft preliminary amendment updating claims or application details prior to substantive examination. Bill travel time associated with in-person meeting, interview, or hearing.",Associate,N,N
PA210,A106,Perform patentability prior art search and analyze references relevant to the disclosed network intrusion detection. Communicate with client and inventors to confirm instructions and approvals.,Paralegal,N,N
PA740,A103,"Negotiate and draft IP license provisions and coordinate execution and recordkeeping for compliance. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA120,A101,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
PA330,A103,"Prepare design patent application, including figures coordination and design claim language for JP filing. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA350,A101,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA720,A101,"Review IP portfolio status, identify upcoming renewals, and recommend prosecution priorities for the next quarter. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
TR120,A104,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
TR230,A102,Perform full trademark clearance search for {NAME_PLACEHOLDER} One covering telecommunications services and analyze likelihood of confusion. Conduct targeted legal and factual research to support the task.,Paralegal,N,N
TR270,A102,Verify trademark application status and renewal dates; update docket and notify client of deadlines. Conduct targeted legal and factual research to support the task.,Associate,N,N
PA310,A104,"Draft and finalize provisional patent application materials for GB filing based on data compression algorithm disclosure. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA410,A101,"Prepare and file information disclosure statement listing prior art references and related submission forms. Plan work, outline next steps, and coordinate internal timelines.",Paralegal,N,N
PA440,A108,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Communicate with the IP office, foreign agents, or other external parties.",Partner,N,N
PA299,A106,Complete IP prosecution work associated with task PA299 and document outcomes for the client. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
PA440,A104,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA450,A104,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA710,A103,"Draft formal written opinion on registrability, patentability, or clearance implications for the proposed filing. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
TR420,A109,"Draft preliminary amendment updating claims or application details prior to substantive examination. Attend examiner interview, hearing, or scheduled conference related to the matter.",Paralegal,N,N
TR440,A101,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
TR699,A103,"Complete IP prosecution work associated with task TR699 and document outcomes for the client. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA320,A103,"Draft non-provisional patent specification, claims, and abstract for AU filing covering medical device actuator embodiments. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA210,A102,Perform patentability prior art search and analyze references relevant to the disclosed data compression algorithm. Conduct targeted legal and factual research to support the task.,Partner,N,N
PA250,A104,"Set up publication watch alerts and review newly published applications for potential conflicts. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA299,A106,Complete IP prosecution work associated with task PA299 and document outcomes for the client. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
PA140,A101,"Prepare and revise budget estimates for expected prosecution steps, fees, and response cycles. Plan work, outline next steps, and coordinate internal timelines.",Partner,N,N
PA350,A104,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA340,A106,"Prepare plant patent application materials, including deposit documentation and drawings, for CN filing. Communicate with client and inventors to confirm instructions and approvals.",Partner,N,N
TR230,A105,Perform full trademark clearance search for {NAME_PLACEHOLDER} Cloud covering medical diagnostic devices and analyze likelihood of confusion. Coordinate with internal legal team members and paralegals on execution.,Associate,N,N
TR620,A106,Draft preliminary amendment updating claims or application details prior to substantive examination. Communicate with client and inventors to confirm instructions and approvals.,Partner,N,N
TR120,A103,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA320,A104,"Draft non-provisional patent specification, claims, and abstract for CN filing covering autonomous driving module embodiments. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA499,A104,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA130,A110,"Organize matter files, update docket dates, and maintain prosecution record for reliable reporting. Update docketing, maintain files, and manage prosecution documentation.",Associate,N,N
PA350,A104,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA310,A106,Draft and finalize provisional patent application materials for GB filing based on edge computing pipeline disclosure. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
PA420,A106,Draft preliminary amendment updating claims or application details prior to substantive examination. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
PA440,A103,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
TR770,A104,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
TR630,A104,"Analyze trademark office action refusals, draft response with amendments, and submit via appropriate portal. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
TR420,A104,"Draft preliminary amendment updating claims or application details prior to substantive examination. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA330,A104,"Prepare design patent application, including figures coordination and design claim language for JP filing. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA250,A104,"Set up publication watch alerts and review newly published applications for potential conflicts. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA310,A103,"Draft and finalize provisional patent application materials for KR filing based on industrial robotics gripper disclosure. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA499,A101,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA310,A104,"Draft and finalize provisional patent application materials for US filing based on wireless sensor disclosure. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA510,A103,"Draft and finalize provisional patent application materials for EP filing based on cloud security protocol disclosure. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
PA250,A102,Set up publication watch alerts and review newly published applications for potential conflicts. Conduct targeted legal and factual research to support the task.,Partner,N,N
TR120,A104,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
TR720,A110,"Review IP portfolio status, identify upcoming renewals, and recommend prosecution priorities for the next quarter. Update docketing, maintain files, and manage prosecution documentation.",Associate,N,N
TR710,A101,"Draft formal written opinion on registrability, patentability, or clearance implications for the proposed filing. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA450,A104,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA440,A104,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA420,A104,"Draft preliminary amendment updating claims or application details prior to substantive examination. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA430,A101,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA540,A104,"Prepare plant patent application materials, including deposit documentation and drawings, for US filing. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
PA230,A102,Conduct clearance review of patent claims related to the autonomous driving module implementation and potential third-party coverage. Conduct targeted legal and factual research to support the task.,Paralegal,N,N
PA250,A102,Set up publication watch alerts and review newly published applications for potential conflicts. Conduct targeted legal and factual research to support the task.,Associate,N,N
TR270,A104,"Verify trademark application status and renewal dates; update docket and notify client of deadlines. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR630,A106,"Analyze trademark office action refusals, draft response with amendments, and submit via appropriate portal. Communicate with client and inventors to confirm instructions and approvals.",Paralegal,N,N
TR230,A102,Perform full trademark clearance search for {NAME_PLACEHOLDER} Cloud covering restaurant services and analyze likelihood of confusion. Conduct targeted legal and factual research to support the task.,Paralegal,N,N
PA350,A111,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Perform other related services as required by the matter. Also prepare client update email and confirm filing instructions before submission.",Associate,Y,N
PA420,A103,"Draft preliminary amendment updating claims or application details prior to substantive examination. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA650,A106,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Communicate with client and inventors to confirm instructions and approvals.",Paralegal,N,N
PA320,A110,"Draft non-provisional patent specification, claims, and abstract for CA filing covering battery management system embodiments. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
PA210,A102,Perform patentability prior art search and analyze references relevant to the disclosed cloud security protocol. Conduct targeted legal and factual research to support the task.,Associate,N,N
PA330,A104,"Prepare design patent application, including figures coordination and design claim language for JP filing. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA530,A103,"Prepare design patent application, including figures coordination and design claim language for JP filing. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
TR430,A111,"Analyze trademark office action refusals, draft response with amendments, and submit via appropriate portal. Perform other related services as required by the matter. Also prepare client update email and confirm filing instructions before submission.",Associate,Y,N
