LINE_ITEM_TYPE,TASK_CODE,ACTIVITY_CODE,EXPENSE_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE,MISMATCH,PROHIBITED_ADMIN,MIN_AMOUNT,MAX_AMOUNT,MIN_UNITS,MAX_UNITS,UNIT_COST,RECEIPT_REQUIRED,GENERATE_RECEIPT
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning working-capital adjustment for the strategic acquirer in a minority investment with acquisition rights involving a telecommunications business with material operations in the United Kingdom; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of post-closing purchase price dispute with opposing counsel for the target company in a management buyout involving a renewable energy business with material operations in the Netherlands; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning working-capital adjustment for the strategic acquirer in a public company merger involving a industrial manufacturing business with material operations in France; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning escrow release for the seller in a asset purchase involving a professional services business with material operations in Japan; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning escrow release for the target company in a sale of a business division involving a food and beverage business with material operations in Massachusetts; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning earnout calculation for the target company in a statutory merger involving a consumer products business with material operations in the Netherlands; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning closing statement adjustment for the target company in a cross-border acquisition involving a consumer products business with material operations in Massachusetts; focus on risk allocation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning earnout calculation for the strategic acquirer in a reverse triangular merger involving a SaaS business with material operations in Illinois; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning breach-of-representation notice for the strategic acquirer in a asset purchase involving a enterprise software business with material operations in France; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning breach-of-representation notice for the strategic acquirer in a sale of a business division involving a consumer products business with material operations in Delaware; focus on risk allocation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning seller reimbursement obligation for the buyer in a asset purchase involving a automotive technology business with material operations in Massachusetts; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting breach-of-representation notice for the buyer in a divestiture involving a consumer products business with material operations in Ireland; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting earnout calculation for the strategic acquirer in a carve-out acquisition involving a semiconductors business with material operations in Ireland; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning escrow release for the buyer in a management buyout involving a SaaS business with material operations in Japan; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning breach-of-representation notice for the buyer in a reverse triangular merger involving a professional services business with material operations in the Netherlands; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding earnout calculation for the target company in a public company merger involving a logistics business with material operations in Canada; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning post-closing covenant compliance for the target company in a private equity acquisition involving a cybersecurity business with material operations in California; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting seller reimbursement obligation for the seller in a stock purchase involving a semiconductors business with material operations in France; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting closing statement adjustment for the strategic acquirer in a reverse triangular merger involving a enterprise software business with material operations in Australia; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of post-closing purchase price dispute with opposing counsel for the private equity sponsor in a private equity acquisition involving a e-commerce business with material operations in Illinois; focus on representations and warranties.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of breach-of-representation notice with opposing counsel for the target company in a bolt-on acquisition involving a logistics business with material operations in Singapore; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting indemnification claim for the seller in a cross-border acquisition involving a insurance business with material operations in Delaware; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding post-closing covenant compliance for the seller in a management buyout involving a insurance business with material operations in Texas; focus on representations and warranties.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting seller reimbursement obligation for the strategic acquirer in a going-private transaction involving a data analytics business with material operations in New York; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning breach-of-representation notice for the buyer in a asset purchase involving a biotechnology business with material operations in Japan; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding earnout calculation for the target company in a bolt-on acquisition involving a enterprise software business with material operations in Singapore; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of earnout calculation with opposing counsel for the seller in a statutory merger involving a biotechnology business with material operations in Germany; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding seller reimbursement obligation for the buyer in a statutory merger involving a data analytics business with material operations in Ireland; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding indemnification claim for the strategic acquirer in a tender offer involving a food and beverage business with material operations in France; focus on integration planning.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning escrow release for the buyer in a strategic acquisition involving a SaaS business with material operations in the Netherlands; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning post-closing covenant compliance for the buyer in a sale of a business division involving a medical devices business with material operations in Massachusetts; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding post-closing purchase price dispute for the private equity sponsor in a going-private transaction involving a SaaS business with material operations in Illinois; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning post-closing covenant compliance for the strategic acquirer in a divestiture involving a telecommunications business with material operations in Germany; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning escrow release for the buyer in a asset purchase involving a specialty chemicals business with material operations in New York; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning holdback release for the target company in a tender offer involving a consumer products business with material operations in the Netherlands; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning indemnification claim for the strategic acquirer in a tender offer involving a professional services business with material operations in Canada; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning indemnification claim for the private equity sponsor in a going-private transaction involving a specialty chemicals business with material operations in New York; focus on risk allocation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding working-capital adjustment for the seller in a sale of a business division involving a biotechnology business with material operations in Canada; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding seller reimbursement obligation for the buyer in a asset purchase involving a renewable energy business with material operations in Australia; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting breach-of-representation notice for the private equity sponsor in a statutory merger involving a specialty chemicals business with material operations in the Netherlands; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding indemnification claim for the strategic acquirer in a divestiture involving a SaaS business with material operations in Australia; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding earnout calculation for the private equity sponsor in a asset purchase involving a insurance business with material operations in the Netherlands; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding post-closing purchase price dispute for the strategic acquirer in a tender offer involving a enterprise software business with material operations in France; focus on third-party approvals.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting breach-of-representation notice for the strategic acquirer in a private equity acquisition involving a logistics business with material operations in Singapore; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting breach-of-representation notice for the strategic acquirer in a sale of a business division involving a telecommunications business with material operations in Japan; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting holdback release for the seller in a asset purchase involving a fintech business with material operations in France; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding breach-of-representation notice for the seller in a going-private transaction involving a medical devices business with material operations in California; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of post-closing purchase price dispute with opposing counsel for the private equity sponsor in a cross-border acquisition involving a consumer products business with material operations in France; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting working-capital adjustment for the seller in a statutory merger involving a fintech business with material operations in Massachusetts; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning breach-of-representation notice for the seller in a statutory merger involving a data analytics business with material operations in France; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting post-closing covenant compliance for the strategic acquirer in a cross-border acquisition involving a data analytics business with material operations in the Netherlands; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of post-closing purchase price dispute with opposing counsel for the buyer in a statutory merger involving a telecommunications business with material operations in Canada; focus on transaction timing.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning holdback release for the private equity sponsor in a management buyout involving a renewable energy business with material operations in Illinois; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding post-closing covenant compliance for the buyer in a asset purchase involving a renewable energy business with material operations in Germany; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of escrow release with opposing counsel for the private equity sponsor in a stock purchase involving a specialty chemicals business with material operations in Japan; focus on transaction timing.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting seller reimbursement obligation for the target company in a stock purchase involving a food and beverage business with material operations in Singapore; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning seller reimbursement obligation for the private equity sponsor in a sale of a business division involving a healthcare services business with material operations in Massachusetts; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning breach-of-representation notice for the seller in a reverse triangular merger involving a professional services business with material operations in Singapore; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning escrow release for the private equity sponsor in a tender offer involving a fintech business with material operations in Ireland; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning working-capital adjustment for the seller in a strategic acquisition involving a logistics business with material operations in the Netherlands; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning earnout calculation for the seller in a tender offer involving a specialty chemicals business with material operations in Australia; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning breach-of-representation notice for the strategic acquirer in a bolt-on acquisition involving a logistics business with material operations in New York; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning escrow release for the seller in a strategic acquisition involving a professional services business with material operations in New York; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning breach-of-representation notice for the seller in a strategic acquisition involving a specialty chemicals business with material operations in Australia; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning post-closing covenant compliance for the strategic acquirer in a minority investment with acquisition rights involving a e-commerce business with material operations in Delaware; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of breach-of-representation notice with opposing counsel for the seller in a going-private transaction involving a semiconductors business with material operations in New York; focus on closing certainty.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning closing statement adjustment for the private equity sponsor in a stock purchase involving a insurance business with material operations in Texas; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting seller reimbursement obligation for the seller in a divestiture involving a healthcare services business with material operations in Germany; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of post-closing purchase price dispute with opposing counsel for the buyer in a minority investment with acquisition rights involving a data analytics business with material operations in New York; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of working-capital adjustment with opposing counsel for the seller in a management buyout involving a telecommunications business with material operations in Canada; focus on representations and warranties.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of indemnification claim with opposing counsel for the strategic acquirer in a minority investment with acquisition rights involving a medical devices business with material operations in Illinois; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding post-closing covenant compliance for the target company in a management buyout involving a healthcare services business with material operations in the Netherlands; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning post-closing purchase price dispute for the strategic acquirer in a public company merger involving a industrial manufacturing business with material operations in Texas; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding working-capital adjustment for the target company in a carve-out acquisition involving a specialty chemicals business with material operations in the United Kingdom; focus on interim operating covenants.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of holdback release with opposing counsel for the strategic acquirer in a private equity acquisition involving a food and beverage business with material operations in Singapore; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of escrow release with opposing counsel for the strategic acquirer in a private equity acquisition involving a e-commerce business with material operations in Canada; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning post-closing covenant compliance for the private equity sponsor in a divestiture involving a professional services business with material operations in the United Kingdom; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting post-closing purchase price dispute for the private equity sponsor in a asset purchase involving a consumer products business with material operations in Texas; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of escrow release with opposing counsel for the target company in a stock purchase involving a food and beverage business with material operations in Singapore; focus on closing certainty.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning breach-of-representation notice for the target company in a bolt-on acquisition involving a automotive technology business with material operations in New York; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning post-closing covenant compliance for the seller in a strategic acquisition involving a automotive technology business with material operations in Canada; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of working-capital adjustment with opposing counsel for the target company in a public company merger involving a renewable energy business with material operations in Texas; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding post-closing purchase price dispute for the strategic acquirer in a stock purchase involving a healthcare services business with material operations in Germany; focus on interim operating covenants.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding closing statement adjustment for the buyer in a management buyout involving a SaaS business with material operations in California; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding post-closing covenant compliance for the private equity sponsor in a divestiture involving a enterprise software business with material operations in the Netherlands; focus on transaction timing.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning indemnification claim for the target company in a private equity acquisition involving a e-commerce business with material operations in the Netherlands; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning working-capital adjustment for the private equity sponsor in a going-private transaction involving a logistics business with material operations in Illinois; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding post-closing covenant compliance for the strategic acquirer in a asset purchase involving a professional services business with material operations in Texas; focus on transaction timing.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of closing statement adjustment with opposing counsel for the seller in a public company merger involving a e-commerce business with material operations in Germany; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of breach-of-representation notice with opposing counsel for the seller in a bolt-on acquisition involving a automotive technology business with material operations in Canada; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding post-closing covenant compliance for the strategic acquirer in a strategic acquisition involving a specialty chemicals business with material operations in Australia; focus on third-party approvals.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning breach-of-representation notice for the target company in a bolt-on acquisition involving a logistics business with material operations in Singapore; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding holdback release for the strategic acquirer in a reverse triangular merger involving a renewable energy business with material operations in Texas; focus on integration planning.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning holdback release for the buyer in a stock purchase involving a fintech business with material operations in California; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding post-closing covenant compliance for the seller in a statutory merger involving a SaaS business with material operations in Delaware; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting earnout calculation for the buyer in a public company merger involving a medical devices business with material operations in Canada; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of holdback release with opposing counsel for the target company in a strategic acquisition involving a renewable energy business with material operations in Texas; focus on interim operating covenants.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding indemnification claim for the private equity sponsor in a bolt-on acquisition involving a SaaS business with material operations in Massachusetts; focus on third-party approvals.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding escrow release for the target company in a bolt-on acquisition involving a medical devices business with material operations in Massachusetts; focus on representations and warranties.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting indemnification claim for the seller in a public company merger involving a healthcare services business with material operations in Texas; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of indemnification claim with opposing counsel for the target company in a reverse triangular merger involving a professional services business with material operations in Singapore; focus on third-party approvals.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding escrow release for the strategic acquirer in a tender offer involving a insurance business with material operations in California; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning holdback release for the buyer in a carve-out acquisition involving a fintech business with material operations in the Netherlands; focus on closing conditions.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning escrow release for the strategic acquirer in a tender offer involving a e-commerce business with material operations in Ireland; focus on transaction documentation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting post-closing purchase price dispute for the seller in a tender offer involving a biotechnology business with material operations in Illinois; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning escrow release for the buyer in a carve-out acquisition involving a biotechnology business with material operations in Illinois; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning earnout calculation for the target company in a cross-border acquisition involving a food and beverage business with material operations in Australia; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of escrow release with opposing counsel for the seller in a minority investment with acquisition rights involving a fintech business with material operations in Australia; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of closing statement adjustment with opposing counsel for the buyer in a stock purchase involving a fintech business with material operations in Massachusetts; focus on closing certainty.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of indemnification claim with opposing counsel for the private equity sponsor in a asset purchase involving a professional services business with material operations in Ireland; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding post-closing purchase price dispute for the target company in a minority investment with acquisition rights involving a industrial manufacturing business with material operations in Texas; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of working-capital adjustment with opposing counsel for the target company in a private equity acquisition involving a logistics business with material operations in Canada; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning earnout calculation for the private equity sponsor in a bolt-on acquisition involving a automotive technology business with material operations in Texas; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning earnout calculation for the buyer in a sale of a business division involving a enterprise software business with material operations in Texas; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning escrow release for the private equity sponsor in a stock purchase involving a data analytics business with material operations in Canada; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of seller reimbursement obligation with opposing counsel for the buyer in a tender offer involving a healthcare services business with material operations in Germany; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning closing statement adjustment for the private equity sponsor in a private equity acquisition involving a fintech business with material operations in Singapore; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting holdback release for the target company in a strategic acquisition involving a automotive technology business with material operations in California; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning earnout calculation for the buyer in a strategic acquisition involving a SaaS business with material operations in the Netherlands; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting indemnification claim for the buyer in a stock purchase involving a industrial manufacturing business with material operations in Delaware; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting holdback release for the private equity sponsor in a cross-border acquisition involving a SaaS business with material operations in Ireland; focus on risk allocation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning working-capital adjustment for the target company in a sale of a business division involving a data analytics business with material operations in Canada; focus on regulatory clearance.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning escrow release for the strategic acquirer in a reverse triangular merger involving a renewable energy business with material operations in California; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding holdback release for the target company in a carve-out acquisition involving a medical devices business with material operations in Texas; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning post-closing covenant compliance for the buyer in a going-private transaction involving a renewable energy business with material operations in Delaware; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning post-closing covenant compliance for the target company in a reverse triangular merger involving a professional services business with material operations in New York; focus on representations and warranties.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning post-closing covenant compliance for the target company in a public company merger involving a cybersecurity business with material operations in Massachusetts; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting seller reimbursement obligation for the strategic acquirer in a private equity acquisition involving a telecommunications business with material operations in Germany; focus on third-party approvals.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning post-closing covenant compliance for the target company in a carve-out acquisition involving a logistics business with material operations in France; focus on deal execution.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning holdback release for the seller in a cross-border acquisition involving a semiconductors business with material operations in Delaware; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning escrow release for the seller in a bolt-on acquisition involving a food and beverage business with material operations in California; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning indemnification claim for the private equity sponsor in a going-private transaction involving a specialty chemicals business with material operations in Japan; focus on integration planning.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding post-closing covenant compliance for the target company in a tender offer involving a consumer products business with material operations in Japan; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A103,,Draft post-closing notice or correspondence concerning holdback release for the private equity sponsor in a strategic acquisition involving a cybersecurity business with material operations in Singapore; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding earnout calculation for the private equity sponsor in a private equity acquisition involving a consumer products business with material operations in California; focus on third-party approvals.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning holdback release for the private equity sponsor in a going-private transaction involving a insurance business with material operations in Ireland; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of earnout calculation with opposing counsel for the strategic acquirer in a tender offer involving a data analytics business with material operations in Massachusetts; focus on deal execution.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of indemnification claim with opposing counsel for the private equity sponsor in a strategic acquisition involving a e-commerce business with material operations in Australia; focus on third-party approvals.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A104,,Review and analyze post-closing issues concerning post-closing covenant compliance for the strategic acquirer in a public company merger involving a data analytics business with material operations in Delaware; focus on risk allocation.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A107,,Negotiate resolution of closing statement adjustment with opposing counsel for the target company in a stock purchase involving a industrial manufacturing business with material operations in France; focus on transaction timing.,Partner,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting seller reimbursement obligation for the seller in a tender offer involving a semiconductors business with material operations in Illinois; focus on closing certainty.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A102,,Research contractual requirements affecting closing statement adjustment for the private equity sponsor in a statutory merger involving a SaaS business with material operations in Japan; focus on consent requirements.,Associate,N,N,N,N,,,,,,,
FEE,MJ00,A106,,Advise client regarding earnout calculation for the target company in a carve-out acquisition involving a semiconductors business with material operations in Ireland; focus on closing certainty.,Partner,N,N,N,N,,,,,,,
