TASK_CODE,ACTIVITY_CODE,DESCRIPTION,TK_CLASSIFICATION,Blockbilling
L300,A107,Draft notice of deposition re compliance with local rules,Paralegal,N
L300,A105,Track discovery deficiencies re trial preparation,Paralegal,N
L110,A113,Organize correspondence archive regarding expert strategy,Paralegal,N
L400,A112,Analyze document production for key facts re trial preparation,Associate,N
L300,A109,Outline oral argument themes re discovery issues,Partner,N
L210,A101,Prepare for settlement conference with {NAME_PLACEHOLDER},Partner,N
L140,A105,Legal research on dispositive issues re case budget,Associate,N
L200,A101,Review expert retention strategy; Strategy conference re case posture; Attend hearing and argue motion,Partner,Y
L200,A110,Update docket and calendar key dates re motion practice,Paralegal,N
L300,A106,Prepare proof of service re discovery issues,Paralegal,N
L400,A111,Coordinate hearing logistics regarding expert strategy with {NAME_PLACEHOLDER},Paralegal,N
L110,A101,Strategy conference re case posture re case budget with {NAME_PLACEHOLDER},Partner,N
L100,A107,Draft joint case management statement,Associate,N
L420,A112,Analyze document production for key facts,Associate,N
L200,A107,Prepare exhibit list cross-references; Prepare deposition outline for {NAME_PLACEHOLDER} re motion practice; Review and analyze case law updates; Draft mediation brief re case budget,Associate,Y
L200,A111,Outline oral argument themes; Attend hearing and argue motion re discovery issues; Mentor Associate on brief structure (follow-up),Partner,Y
L200,A107,Draft mediation brief re discovery issues,Associate,N
L110,A101,Strategy conference re case posture regarding expert strategy with {NAME_PLACEHOLDER},Partner,N
L200,A105,Cite-check and proof brief re motion practice,Paralegal,N
L300,A101,Draft pretrial conference statement re deposition logistics,Associate,N
L240,A105,Research expert admissibility (Daubert) re mediation planning,Associate,N
L300,A110,Prepare trial notebook sections re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L140,A103,Coordinate court reporter and videographer re case budget with {NAME_PLACEHOLDER},Paralegal,N
L400,A101,Strategy conference re case posture re trial preparation with {NAME_PLACEHOLDER},Partner,N
L100,A111,Maintain case chronology re compliance with local rules,Paralegal,N
L110,A107,Draft notice of removal regarding expert strategy,Associate,N
L140,A106,Prepare witness availability chart re case budget,Paralegal,N
L330,A105,Manage document vendor instructions re scheduling and deadlines,Paralegal,N
L200,A107,Draft motion to dismiss re deposition logistics,Associate,N
L300,A112,Analyze opposing counsel tactics re discovery issues,Partner,N
L300,A110,Review and summarize deposition transcript re case budget,Associate,N
L200,A101,Draft letter to {NAME_PLACEHOLDER} re settlement positions re settlement framework,Associate,N
L300,A110,Review and summarize deposition transcript re mediation planning,Associate,N
L200,A110,Attend hearing and argue motion re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L300,A105,Prepare jury instructions research re discovery issues,Associate,N
L410,A111,Assess risk and exposure estimates re compliance with local rules,Partner,N
L200,A107,Draft opposition to motion to compel re compliance with local rules,Associate,N
L300,A112,Analyze document production for key facts re discovery issues,Associate,N
L130,A107,Revise privilege log entries re compliance with local rules,Associate,N
L210,A113,Bates label and organize document set re compliance with local rules,Paralegal,N
L200,A110,Update docket and calendar key dates re motion practice,Paralegal,N
L200,A107,Draft motion to dismiss re deposition logistics,Associate,N
L400,A103,Prepare exhibit list cross-references re case budget,Associate,N
L400,A111,Coordinate hearing logistics re settlement framework,Paralegal,N
L110,A112,Review expert retention strategy re compliance with local rules,Partner,N
L240,A112,Review and analyze case law updates re mediation planning,Associate,N
L300,A110,Review and analyze case law updates re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L200,A107,High-level review of draft motion re case budget,Partner,N
L300,A110,Prepare deposition outline for {NAME_PLACEHOLDER} re deposition logistics,Associate,N
L500,A105,Manage document vendor instructions re compliance with local rules,Paralegal,N
L300,A110,Prepare proof of service re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L400,A112,Review trial exhibit list regarding expert strategy,Partner,N
L200,A107,Draft statement of undisputed facts; Draft reply brief re compliance with local rules; Prepare interrogatories and RFPs re settlement framework,Associate,Y
L400,A111,Evaluate removal/remand options re trial preparation,Partner,N
L110,A101,Strategy conference re case posture re case budget,Partner,N
L300,A110,Evaluate settlement options; Prepare witness examination outlines re discovery issues; Approve deposition strategy,Partner,Y
L400,A112,Review expert retention strategy re trial preparation,Partner,N
L200,A105,Compile record citations re motion practice,Paralegal,N
L110,A105,Legal research on dispositive issues regarding expert strategy,Associate,N
L320,A105,Legal research on dispositive issues re scheduling and deadlines,Associate,N
L200,A112,Analyze document production for key facts re motion practice,Associate,N
L300,A104,Track discovery deficiencies,Paralegal,N
L100,A103,Arrange courier for courtesy copies re settlement framework,Paralegal,N
L300,A110,Prepare deposition outline for {NAME_PLACEHOLDER} re case budget,Associate,N
L200,A107,Draft motion for summary judgment re scheduling and deadlines,Associate,N
L110,A101,Strategy conference re case posture re compliance with local rules with {NAME_PLACEHOLDER},Partner,N
L330,A105,Prepare jury instructions research re settlement framework,Associate,N
L300,A113,Organize correspondence archive re discovery issues,Paralegal,N
L400,A113,Assemble exhibit binders re trial preparation,Paralegal,N
L240,A101,Draft letter to {NAME_PLACEHOLDER} re settlement positions re mediation planning,Associate,N
L300,A110,Prepare witness examination outlines re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L140,A103,Arrange courier for courtesy copies re case budget,Paralegal,N
L210,A105,Prepare proof of service,Paralegal,N
L110,A105,Research expert admissibility (Daubert),Associate,N
L300,A112,Review discovery plan and priorities re mediation planning,Partner,N
L400,A101,Draft pretrial conference statement re case budget with {NAME_PLACEHOLDER},Associate,N
L430,A102,Meet and confer with opposing counsel,Associate,N
L300,A101,Prepare for settlement conference re deposition logistics,Partner,N
L300,A110,Review and summarize deposition transcript regarding expert strategy,Associate,N
L430,A106,Evaluate settlement options re compliance with local rules,Partner,N
L400,A111,Prepare trial notebook sections,Paralegal,N
L110,A101,Conference with {NAME_PLACEHOLDER} re strategy re compliance with local rules,Partner,N
L110,A101,Strategy conference re case posture re compliance with local rules with {NAME_PLACEHOLDER},Partner,N
L200,A110,Mentor Associate on brief structure re deposition logistics,Partner,N
L200,A105,Research sanctions standards re motion practice,Associate,N
L200,A111,Cite-check and proof brief re scheduling and deadlines,Paralegal,N
L200,A107,Draft opposition to motion to compel regarding expert strategy,Associate,N
L300,A110,Prepare deposition cross outline regarding expert strategy,Associate,N
L430,A112,Review opposing expert report,Associate,N
L300,A110,Schedule deposition with {NAME_PLACEHOLDER} re case budget,Paralegal,N
L200,A110,Attend hearing and argue motion re deposition logistics,Partner,N
L400,A111,Coordinate hearing logistics re trial preparation,Paralegal,N
L320,A107,Draft subpoena to third party re compliance with local rules,Associate,N
L130,A107,Draft responses to RFPs and RFAs,Associate,N
L200,A110,Update docket and calendar key dates re motion practice,Paralegal,N
L300,A110,Assemble exhibit binders re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L400,A113,Assemble exhibit binders,Paralegal,N
L200,A111,Coordinate hearing logistics re motion practice with {NAME_PLACEHOLDER},Paralegal,N
L240,A105,Evaluate settlement options re mediation planning,Partner,N
L430,A101,Draft letter to {NAME_PLACEHOLDER} re settlement positions re scheduling and deadlines,Associate,N
L300,A101,Strategy conference re case posture re deposition logistics,Partner,N
L300,A102,Meet and confer with opposing counsel re deposition logistics,Associate,N
L110,A112,Review expert retention strategy,Partner,N
L200,A112,Review and analyze case law updates re motion practice,Associate,N
L300,A110,Prepare deposition outline for {NAME_PLACEHOLDER} re compliance with local rules,Associate,N
L300,A107,Draft protective order re deposition logistics,Associate,N
L140,A107,Draft subpoena to third party re case budget,Associate,N
L110,A101,Prepare for settlement conference regarding expert strategy,Partner,N
L200,A106,Mentor Associate on brief structure re scheduling and deadlines,Partner,N
L340,A107,Draft statement of undisputed facts re scheduling and deadlines,Associate,N
L200,A107,Draft motion for summary judgment re deposition logistics,Associate,N
L110,A113,Prepare witness examination outlines regarding expert strategy,Partner,N
L230,A107,Draft responses to RFPs and RFAs re scheduling and deadlines,Associate,N
L200,A112,Review case budget and resourcing re motion practice,Partner,N
L300,A102,Meet and confer with opposing counsel re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L300,A107,Revise discovery responses regarding expert strategy,Associate,N
L330,A102,Meet and confer with opposing counsel re compliance with local rules,Associate,N
L430,A106,Evaluate settlement options re compliance with local rules,Partner,N
L300,A110,Review and summarize deposition transcript re discovery issues,Associate,N
L140,A102,Outline oral argument themes re case budget,Partner,N
L300,A110,Prepare deposition cross outline regarding expert strategy,Associate,N
L330,A102,Meet and confer with opposing counsel re compliance with local rules,Associate,N
L440,A107,Revise privilege log entries,Associate,N
L200,A107,Draft reply brief re case budget,Associate,N
L310,A108,Prepare witness availability chart re settlement framework,Paralegal,N
L200,A106,Approve final brief for filing re scheduling and deadlines,Partner,N
L200,A107,Draft reply brief regarding expert strategy,Associate,N
L300,A110,Manage document vendor instructions re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L200,A107,Draft motion to dismiss re discovery issues,Associate,N
L300,A110,Schedule deposition with {NAME_PLACEHOLDER} re trial preparation,Paralegal,N
L300,A110,Evaluate settlement options re deposition logistics,Partner,N
L300,A110,Update docket and calendar key dates re deposition logistics,Paralegal,N
L300,A107,Revise discovery responses re deposition logistics,Associate,N
L140,A112,Review case budget and resourcing,Partner,N
L200,A108,E-file motion and manage service,Paralegal,N
L200,A107,Mentor Associate on brief structure re discovery issues,Partner,N
L300,A113,Organize correspondence archive re discovery issues,Paralegal,N
L400,A101,Draft pretrial conference statement re trial preparation,Associate,N
L300,A110,Schedule deposition with {NAME_PLACEHOLDER},Paralegal,N
L300,A110,Review and summarize deposition transcript regarding expert strategy,Associate,N
L200,A112,Review opposing expert report re settlement framework,Associate,N
L400,A113,Assemble exhibit binders re mediation planning,Paralegal,N
L300,A109,Evaluate removal/remand options re discovery issues,Partner,N
L400,A101,Evaluate settlement options re trial preparation,Partner,N
L300,A110,Prepare deposition cross outline re case budget,Associate,N
L300,A102,Evaluate settlement options re discovery issues,Partner,N
L200,A110,Approve final brief for filing re deposition logistics,Partner,N
L200,A113,Assemble exhibit binders re motion practice,Paralegal,N
L300,A108,Prepare interrogatories and RFPs re settlement framework,Associate,N
L400,A101,Draft pretrial conference statement,Associate,N
L300,A110,Review and summarize deposition transcript,Associate,N
L300,A110,Prepare interrogatories and RFPs re deposition logistics,Associate,N
L330,A103,Coordinate court reporter and videographer re settlement framework,Paralegal,N
L300,A107,Draft notice of deposition regarding expert strategy to {NAME_PLACEHOLDER},Paralegal,N
L140,A103,Coordinate court reporter and videographer re case budget with {NAME_PLACEHOLDER},Paralegal,N
L200,A107,Approve final brief for filing re discovery issues,Partner,N
L300,A110,Prepare deposition cross outline re compliance with local rules,Associate,N
L400,A101,Draft pretrial conference statement re settlement framework with {NAME_PLACEHOLDER},Associate,N
L200,A111,Attend hearing and argue motion re scheduling and deadlines,Partner,N
L300,A110,Approve deposition strategy re mediation planning,Partner,N
L300,A110,Organize correspondence archive re deposition logistics,Paralegal,N
L240,A107,Draft statement of undisputed facts re mediation planning,Associate,N
L140,A112,Analyze document production for key facts re compliance with local rules,Associate,N
L300,A110,Approve deposition strategy re trial preparation with {NAME_PLACEHOLDER},Partner,N
L430,A102,Meet and confer with opposing counsel,Associate,N
L200,A107,Draft motion for summary judgment re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L300,A107,Draft notice of removal re deposition logistics,Associate,N
L300,A110,Review and summarize deposition transcript re case budget,Associate,N
L110,A101,Conference with {NAME_PLACEHOLDER} re strategy re settlement framework,Partner,N
L140,A102,Meet and confer with opposing counsel re case budget with {NAME_PLACEHOLDER},Associate,N
L200,A110,Approve deposition strategy re motion practice with {NAME_PLACEHOLDER},Partner,N
L300,A110,Review discovery plan and priorities re deposition logistics,Partner,N
L200,A107,Draft motion for summary judgment re scheduling and deadlines,Associate,N
L300,A107,Revise discovery responses re trial preparation,Associate,N
L200,A107,Draft mediation brief re compliance with local rules,Associate,N
L200,A112,Review expert retention strategy re motion practice; Outline oral argument themes; Review case budget and resourcing re settlement framework,Partner,Y
L400,A101,Prepare for settlement conference re trial preparation,Partner,N
L400,A107,Prepare trial notebook sections re settlement framework,Paralegal,N
L400,A111,Prepare hearing binder and exhibits re case budget,Associate,N
L300,A110,Prepare witness examination outlines re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L300,A110,Review and summarize deposition transcript re discovery issues with {NAME_PLACEHOLDER},Associate,N
L300,A101,Strategy conference re case posture re discovery issues,Partner,N
L200,A107,Draft opposition to motion to compel regarding expert strategy,Associate,N
L300,A110,Schedule deposition with {NAME_PLACEHOLDER} re discovery issues,Paralegal,N
L200,A107,Draft motion to dismiss,Associate,N
L300,A110,Approve deposition strategy re scheduling and deadlines with {NAME_PLACEHOLDER},Partner,N
L200,A105,Cite-check and proof brief re compliance with local rules,Paralegal,N
L300,A110,Approve deposition strategy regarding expert strategy,Partner,N
L140,A107,Draft notice of removal re case budget,Associate,N
L140,A102,Outline oral argument themes re case budget,Partner,N
L200,A111,Coordinate hearing logistics re motion practice with {NAME_PLACEHOLDER},Paralegal,N
L110,A112,Review expert retention strategy re scheduling and deadlines,Partner,N
L400,A101,Draft pretrial conference statement re settlement framework with {NAME_PLACEHOLDER},Associate,N
L400,A111,Prepare hearing binder and exhibits,Associate,N
L200,A110,Approve final brief for filing re deposition logistics,Partner,N
L300,A107,Draft notice of deposition re discovery issues,Paralegal,N
L240,A110,Evaluate removal/remand options re mediation planning,Partner,N
L300,A110,Prepare trial notebook sections re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L300,A110,Prepare exhibit list cross-references re deposition logistics,Associate,N
L300,A102,Meet and confer with opposing counsel re discovery issues,Associate,N
L300,A107,Revise discovery responses re trial preparation,Associate,N
L110,A101,Strategy conference re case posture regarding expert strategy with {NAME_PLACEHOLDER},Partner,N
L140,A107,Revise privilege log entries re case budget,Associate,N
L300,A107,Revise discovery responses re compliance with local rules,Associate,N
L400,A101,Draft pretrial conference statement re mediation planning with {NAME_PLACEHOLDER},Associate,N
L200,A107,Draft opposition to motion to compel re discovery issues,Associate,N
L100,A111,Maintain case chronology re compliance with local rules,Paralegal,N
L300,A110,Approve deposition strategy re discovery issues with {NAME_PLACEHOLDER},Partner,N
L300,A112,Review discovery plan and priorities regarding expert strategy,Partner,N
L300,A110,Review trial exhibit list re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L400,A112,Prepare witness availability chart re trial preparation,Paralegal,N
L300,A108,Prepare witness examination outlines re discovery issues,Partner,N
L300,A110,Approve deposition strategy re trial preparation,Partner,N
L300,A112,Review and analyze case law updates re discovery issues,Associate,N
L110,A105,Research expert admissibility (Daubert),Associate,N
L200,A107,Draft motion to dismiss regarding expert strategy,Associate,N
L400,A113,Assemble exhibit binders re compliance with local rules,Paralegal,N
L400,A109,Prepare trial notebook sections re trial preparation,Paralegal,N
L300,A106,Evaluate appeal issues re discovery issues,Partner,N
L400,A112,Review trial exhibit list re scheduling and deadlines,Partner,N
L300,A110,Prepare deposition cross outline re trial preparation,Associate,N
L300,A110,Analyze document production for key facts re deposition logistics,Associate,N
L340,A111,Compile record citations re compliance with local rules,Paralegal,N
L210,A101,Prepare for settlement conference re compliance with local rules,Partner,N
L200,A107,E-file motion and manage service re trial preparation,Paralegal,N
L300,A110,Coordinate hearing logistics re deposition logistics,Paralegal,N
L320,A112,Analyze opposing counsel tactics re scheduling and deadlines,Partner,N
L400,A107,Draft protective order re compliance with local rules,Associate,N
L200,A101,Evaluate removal/remand options; Strategy conference re case posture re discovery issues; Mentor Associate on brief structure re deposition logistics; Outline oral argument themes re case budget; Attend hearing and argue motion re compliance with local rules,Partner,Y
L200,A110,Approve final brief for filing re deposition logistics; Attend hearing and argue motion re trial preparation; Outline oral argument themes regarding expert strategy,Partner,Y
L300,A110,Prepare deposition cross outline re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L330,A102,Meet and confer with opposing counsel re settlement framework,Associate,N
L300,A110,Prepare witness examination outlines re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L240,A112,Review and analyze case law updates re mediation planning,Associate,N
L200,A101,Prepare and serve subpoenas re motion practice,Paralegal,N
L400,A113,Assemble exhibit binders regarding expert strategy,Paralegal,N
L300,A110,Prepare hearing binder and exhibits re deposition logistics,Associate,N
L140,A102,Meet and confer with opposing counsel re case budget,Associate,N
L140,A112,Analyze document production for key facts re case budget,Associate,N
L400,A103,Coordinate court reporter and videographer re trial preparation,Paralegal,N
L300,A105,Legal research on dispositive issues re discovery issues,Associate,N
L110,A112,Review expert retention strategy re case budget,Partner,N
L200,A103,Coordinate court reporter and videographer re motion practice,Paralegal,N
L400,A103,Arrange courier for courtesy copies re trial preparation,Paralegal,N
L300,A110,Analyze opposing counsel tactics re deposition logistics,Partner,N
L120,A109,Evaluate removal/remand options,Partner,N
L200,A107,Draft motion for summary judgment re motion practice,Associate,N
L240,A102,Maintain case chronology re mediation planning,Paralegal,N
L320,A102,Prepare and serve subpoenas,Paralegal,N
L200,A113,Bates label and organize document set re motion practice,Paralegal,N
L110,A101,Strategy conference re case posture re settlement framework with {NAME_PLACEHOLDER},Partner,N
L420,A107,Draft statement of undisputed facts re settlement framework,Associate,N
L300,A110,Prepare deposition cross outline,Associate,N
L400,A101,Draft pretrial conference statement re mediation planning with {NAME_PLACEHOLDER},Associate,N
L200,A113,Cite-check and proof brief regarding expert strategy,Paralegal,N
L200,A107,High-level review of draft motion re compliance with local rules,Partner,N
L300,A101,Prepare for settlement conference re discovery issues,Partner,N
L300,A110,Schedule deposition with {NAME_PLACEHOLDER} re discovery issues,Paralegal,N
L300,A103,Prepare witness availability chart re discovery issues,Paralegal,N
L300,A103,Prepare interrogatories and RFPs re scheduling and deadlines,Associate,N
L300,A110,Review and summarize deposition transcript re compliance with local rules,Associate,N
L140,A107,Draft initial disclosures re case budget,Associate,N
L200,A101,Approve final brief for filing re mediation planning,Partner,N
L300,A110,Prepare deposition cross outline re compliance with local rules,Associate,N
L300,A103,Arrange courier for courtesy copies re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L300,A110,Prepare deposition cross outline re case budget with {NAME_PLACEHOLDER},Associate,N
L300,A113,Prepare and serve subpoenas; Track discovery deficiencies; Update privilege log spreadsheet; Prepare proof of service regarding expert strategy; Prepare trial notebook sections (follow-up),Paralegal,Y
L110,A105,Prepare jury instructions research regarding expert strategy,Associate,N
L300,A112,Review discovery plan and priorities re discovery issues,Partner,N
L300,A107,Draft notice of deposition re settlement framework,Paralegal,N
L300,A107,Draft subpoena to third party re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L110,A112,Review expert retention strategy,Partner,N
L240,A110,Evaluate removal/remand options re mediation planning,Partner,N
L400,A113,Update privilege log spreadsheet re trial preparation,Paralegal,N
L300,A111,Coordinate hearing logistics re discovery issues,Paralegal,N
L300,A107,Draft notice of deposition re case budget,Paralegal,N
L400,A111,Coordinate hearing logistics with {NAME_PLACEHOLDER},Paralegal,N
L400,A111,Coordinate hearing logistics re scheduling and deadlines,Paralegal,N
L300,A110,Review case budget and resourcing re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L300,A110,Prepare deposition outline for {NAME_PLACEHOLDER} regarding expert strategy,Associate,N
L300,A109,Outline oral argument themes re discovery issues,Partner,N
L400,A101,Draft pretrial conference statement regarding expert strategy,Associate,N
L200,A111,Attend hearing and argue motion re motion practice,Partner,N
L140,A112,Review case budget and resourcing re mediation planning,Partner,N
L300,A110,Approve deposition strategy re trial preparation with {NAME_PLACEHOLDER},Partner,N
L140,A107,Draft initial disclosures re case budget,Associate,N
L200,A112,E-file motion and manage service re case budget,Paralegal,N
L330,A105,Manage document vendor instructions re scheduling and deadlines,Paralegal,N
L300,A110,Approve deposition strategy re deposition logistics,Partner,N
L340,A113,Organize correspondence archive,Paralegal,N
L200,A107,Draft reply brief re trial preparation,Associate,N
L300,A107,Prepare interrogatories and RFPs regarding expert strategy,Associate,N
L200,A107,Draft reply brief re settlement framework,Associate,N
L110,A101,Draft letter to {NAME_PLACEHOLDER} re settlement positions regarding expert strategy,Associate,N
L300,A107,Prepare interrogatories and RFPs,Associate,N
L420,A107,Draft statement of undisputed facts re settlement framework,Associate,N
L200,A111,Approve final brief for filing re compliance with local rules,Partner,N
L300,A107,Revise discovery responses re scheduling and deadlines,Associate,N
L200,A107,Draft opposition to motion to compel re settlement framework,Associate,N
L300,A110,Prepare witness examination outlines re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L300,A107,Draft notice of deposition re mediation planning,Paralegal,N
L400,A102,Meet and confer with opposing counsel re trial preparation with {NAME_PLACEHOLDER},Associate,N
L440,A107,Draft protective order re settlement framework,Associate,N
L400,A107,Draft protective order re scheduling and deadlines,Associate,N
L200,A103,Arrange courier for courtesy copies re motion practice,Paralegal,N
L300,A107,Draft notice of deposition re deposition logistics to {NAME_PLACEHOLDER},Paralegal,N
L400,A102,Prepare trial notebook sections re compliance with local rules,Paralegal,N
L200,A111,Attend hearing and argue motion,Partner,N
L300,A107,Manage document vendor instructions re discovery issues,Paralegal,N
L400,A111,Coordinate hearing logistics re scheduling and deadlines with {NAME_PLACEHOLDER},Paralegal,N
L140,A107,Draft initial disclosures re case budget,Associate,N
L120,A107,Revise privilege log entries re scheduling and deadlines,Associate,N
L110,A101,Conference with {NAME_PLACEHOLDER} re strategy,Partner,N
L300,A110,Prepare interrogatories and RFPs re mediation planning,Associate,N
L200,A111,Attend hearing and argue motion re case budget,Partner,N
L200,A107,Draft motion to dismiss re motion practice,Associate,N
L300,A101,Maintain case chronology re discovery issues,Paralegal,N
L400,A112,Review trial exhibit list re settlement framework,Partner,N
L200,A113,Cite-check and proof brief,Paralegal,N
L140,A107,Draft protective order re case budget,Associate,N
L400,A111,Prepare trial notebook sections,Paralegal,N
L240,A102,Meet and confer with opposing counsel re mediation planning with {NAME_PLACEHOLDER},Associate,N
L200,A105,Cite-check and proof brief re motion practice,Paralegal,N
L400,A104,Manage document vendor instructions re trial preparation,Paralegal,N
L110,A112,Review expert retention strategy re mediation planning,Partner,N
L200,A111,Approve final brief for filing re compliance with local rules,Partner,N
L200,A111,Prepare interrogatories and RFPs re motion practice,Associate,N
L210,A108,Outline oral argument themes,Partner,N
L400,A112,Review trial exhibit list,Partner,N
L300,A108,Prepare interrogatories and RFPs re compliance with local rules,Associate,N
L200,A105,Evaluate removal/remand options re motion practice,Partner,N
L230,A105,Prepare jury instructions research re compliance with local rules,Associate,N
L300,A112,Review discovery plan and priorities,Partner,N
L300,A109,Track discovery deficiencies re case budget,Paralegal,N
L300,A110,Prepare deposition cross outline re settlement framework,Associate,N
L200,A107,Draft responses to RFPs and RFAs re motion practice,Associate,N
L300,A110,Review and summarize deposition transcript re settlement framework with {NAME_PLACEHOLDER},Associate,N
L300,A110,Prepare and serve subpoenas re deposition logistics,Paralegal,N
L410,A103,Prepare witness examination outlines,Partner,N
L200,A102,Meet and confer with opposing counsel re motion practice,Associate,N
L430,A112,Review opposing expert report,Associate,N
L200,A107,Draft motion to dismiss re settlement framework,Associate,N
L200,A107,Draft reply brief re discovery issues,Associate,N
L300,A103,Prepare witness availability chart; Draft notice of deposition to {NAME_PLACEHOLDER} re trial preparation; Update docket and calendar key dates; Coordinate court reporter and videographer; Assemble exhibit binders regarding expert strategy (follow-up),Paralegal,Y
L110,A107,Draft initial disclosures regarding expert strategy,Associate,N
L200,A112,Review opposing expert report re motion practice,Associate,N
L300,A110,Approve deposition strategy re settlement framework,Partner,N
L300,A103,Update docket and calendar key dates re discovery issues,Paralegal,N
L500,A112,Prepare witness availability chart,Paralegal,N
L300,A107,Revise discovery responses re mediation planning,Associate,N
L110,A112,Review expert retention strategy,Partner,N
L420,A112,Maintain case chronology,Paralegal,N
L200,A105,Evaluate removal/remand options re motion practice,Partner,N
L300,A105,Research expert admissibility (Daubert) re deposition logistics,Associate,N
L200,A107,Draft notice of deposition; Track discovery deficiencies re motion practice; Assemble exhibit binders,Paralegal,Y
L200,A105,Legal research on dispositive issues re motion practice,Associate,N
L140,A107,Update privilege log spreadsheet re case budget,Paralegal,N
L320,A105,Prepare and serve subpoenas re scheduling and deadlines,Paralegal,N
L200,A105,Research expert admissibility (Daubert); Review opposing expert report; Draft statement of undisputed facts; Prepare exhibit list cross-references re motion practice,Associate,Y
L430,A112,Review opposing expert report,Associate,N
L300,A110,Review expert retention strategy re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L240,A103,Coordinate court reporter and videographer re mediation planning with {NAME_PLACEHOLDER},Paralegal,N
L500,A103,Coordinate court reporter and videographer with {NAME_PLACEHOLDER},Paralegal,N
L300,A110,Outline oral argument themes re deposition logistics,Partner,N
L200,A110,Approve deposition strategy re motion practice,Partner,N
L130,A112,Analyze opposing counsel tactics re compliance with local rules,Partner,N
L400,A103,Prepare trial notebook sections re scheduling and deadlines,Paralegal,N
L300,A107,Draft notice of deposition re deposition logistics to {NAME_PLACEHOLDER},Paralegal,N
L140,A109,Assess risk and exposure estimates re case budget,Partner,N
L300,A110,Coordinate hearing logistics re deposition logistics,Paralegal,N
L310,A107,Draft initial disclosures,Associate,N
L240,A107,Draft initial disclosures re mediation planning,Associate,N
L200,A107,Draft statement of undisputed facts re motion practice,Associate,N
L110,A107,Compile record citations regarding expert strategy,Paralegal,N
L200,A107,Draft motion to dismiss re discovery issues,Associate,N
L400,A112,Review trial exhibit list re case budget,Partner,N
L200,A106,Evaluate appeal issues re trial preparation; Prepare witness examination outlines re compliance with local rules; Mentor Associate on brief structure regarding expert strategy,Partner,Y
L300,A112,Review expert retention strategy re discovery issues,Partner,N
L300,A110,Prepare deposition cross outline re settlement framework with {NAME_PLACEHOLDER},Associate,N
L300,A110,Review trial exhibit list re deposition logistics,Partner,N
L300,A110,Prepare deposition cross outline regarding expert strategy with {NAME_PLACEHOLDER},Associate,N
L300,A110,Track discovery deficiencies re deposition logistics,Paralegal,N
L300,A105,Research sanctions standards re deposition logistics,Associate,N
L400,A107,Prepare trial notebook sections re case budget,Paralegal,N
L300,A107,Draft joint case management statement re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L200,A107,Draft motion to dismiss re discovery issues,Associate,N
L120,A113,Organize correspondence archive re compliance with local rules,Paralegal,N
L300,A110,Prepare deposition cross outline re deposition logistics,Associate,N
L300,A103,Coordinate court reporter and videographer re discovery issues with {NAME_PLACEHOLDER},Paralegal,N
L110,A107,Draft joint case management statement regarding expert strategy,Associate,N
L140,A107,Draft notice of removal re case budget,Associate,N
L400,A111,Coordinate hearing logistics re compliance with local rules,Paralegal,N
L240,A112,Prepare witness availability chart re mediation planning,Paralegal,N
L110,A101,Strategy conference re case posture re settlement framework,Partner,N
L200,A101,Draft letter to {NAME_PLACEHOLDER} re settlement positions re motion practice,Associate,N
L200,A101,Strategy conference re case posture re motion practice with {NAME_PLACEHOLDER},Partner,N
L110,A106,Prepare witness availability chart regarding expert strategy,Paralegal,N
L140,A103,Coordinate court reporter and videographer re case budget,Paralegal,N
L300,A110,Review trial exhibit list re deposition logistics,Partner,N
L300,A110,Approve deposition strategy re settlement framework,Partner,N
L140,A105,Research sanctions standards re compliance with local rules,Associate,N
L300,A110,Prepare and serve subpoenas re deposition logistics,Paralegal,N
L200,A107,Draft motion for summary judgment; Draft notice of removal regarding expert strategy; Draft mediation brief re compliance with local rules; Analyze document production for key facts re trial preparation,Associate,Y
L330,A102,Meet and confer with opposing counsel re compliance with local rules,Associate,N
L400,A105,Research sanctions standards re trial preparation,Associate,N
L130,A110,Update docket and calendar key dates re settlement framework,Paralegal,N
L300,A110,Review opposing expert report re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L200,A107,Draft opposition to motion to compel re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L300,A110,Analyze opposing counsel tactics re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L110,A112,Analyze opposing counsel tactics regarding expert strategy,Partner,N
